Name,Height,Weight
Martín Rodríguez,170,68
Rodrigo Gómez,168,65
Marlon Piedrahita,175,72
Román Torres,187,96
Jorge Aguirre,169,68
Leonardo Valencia,169,73
Felipe Aguilar,190,82
Antony Silva,190,92
Didier Moreno,178,71
Ayron del Valle,175,67
Yeison Gordillo,176,73
Francisco Meza,184,73
Jonathan Lopera,181,77
Aketxe,174,70
Alexander Fransson,180,74
Paddy McNair,183,72
Fausto Tienza,183,78
Somália,180,73
Albizua,181,79
Kim Jin Su,176,70
Tozé,166,61
DeAndre Yedlin,173,68
Ludwig Augustinsson,181,76
Davie Selke,192,82
Maxime Chanot,186,84
Tiago Silva,175,68
Alberto Martín,181,70
Kenan Karaman,189,83
Brandon Mechele,188,81
Philipp Max,178,75
Mohamed Abdul Shafy,170,71
Kevin Möhwald,183,77
Pere Pons,177,70
Carlos Hernández,185,81
Tom Lawrence,175,75
Ibrahim Amadou,184,81
Pavel Mogilevets,183,70
Elsinho,180,78
Wanderson,175,66
José Mari,183,70
David Accam,174,79
Nicolás Martínez,169,66
Haitam Aleesami,181,73
Fouad Chafik,183,72
Albert Rusnák,180,65
Rui Silva,191,83
Filippo Falco,171,70
Cristian Pellerano,182,74
Hélder Lopes,179,66
Hany Mukhtar,172,69
Joris van Overeem,181,71
Maciej Gajos,174,65
Christian Günter,185,80
Siebe Schrijvers,177,65
Joey Pelupessy,172,63
Milan Vilotić,190,85
Branimir Hrgota,185,76
Nabil Ghilas,183,85
Ádám Gyurcsó,180,60
Lorenzo Lollo,180,75
Jehad Al Hussien,168,63
Fahad Al Muwallad,167,59
Harrison Henao,181,70
Óscar Plano,180,72
Peter Ankersen,180,73
Andrew Wooten,186,85
Ibrahima Cissé,182,82
Bryan Cristante,186,78
Patrick,173,76
Ju Se Jong,176,68
Leandro Fernández,179,75
Tom Rogić,187,80
Alexander González,177,75
Ryan Fraser,163,62
Syam Ben Youssef,189,82
Giannis Skondras,179,79
Emil Krafth,181,79
Kenneth Omeruo,185,83
Robin Olsen,198,90
Marcus Rohdén,182,76
Slobodan Medojević,182,77
Alexis Henríquez,191,90
Stef Peeters,188,75
Kevin Stewart,182,76
Jack Grealish,175,68
Nir Bitton,194,82
Iván López,175,69
André Biyogo Poko,173,72
Eric Mathoho,190,76
Edgar Salli,171,71
Alessio Cragno,184,78
Lenny Nangis,172,73
André Sousa,181,78
Luca Ceppitelli,186,83
Luca Antei,188,77
Niclas Füllkrug,189,83
Djaniny,188,85
Gonzalo Espinoza,178,77
Guillaume Hubert,198,88
Filip Novák,182,79
Oscar Lewicki,171,68
Rachid Alioui,186,81
Dieumerci Ndongala,169,59
Clerc,182,69
Rafael Baca,170,65
Renato Ibarra,171,70
Philipp Hosiner,179,79
Luis Advíncula,178,80
Stefano Marzo,181,72
Gervasio Núñez,180,78
Tomer Hemed,186,80
Edgar Badía,180,79
Stelios Kitsiou,173,70
Tommy Smith,186,84
Leonardo Blanchard,187,80
Nuno Henrique,186,75
David Pavelka,185,74
Jamaal Lascelles,189,83
Ismaël Diomandé,183,82
Britt Assombalonga,178,78
Luccas Claro,182,89
Héctor,173,71
Yun Il Lok,178,65
Thulani Serero,164,62
Alexander Milošević,191,82
Jean-Christophe Bahebeck,182,76
Tom Carroll,178,66
Danny da Costa,187,85
Martos,181,73
Hernán,181,73
Aden Flint,197,83
Stuart Armstrong,183,75
Justin Meram,185,75
Ergys Kace,170,62
Moses Odubajo,177,72
Alfredo Morales,183,77
José Luis Fernández,169,67
Luis Carlos Arias,167,70
Nicolas Benezet,172,61
Alfred Gomis,194,80
Alexander Søderlund,187,86
Simon Thern,180,76
Juan Sánchez Miño,177,76
Andreas Cornelius,193,89
Attila Fiola,182,70
Marco Capuano,185,80
Uffe Bech,170,75
Sami,184,76
Cristiano Biraghi,183,78
Mohammed Abu,175,68
Frederik Sørensen,194,88
Robert Žulj,189,81
Christian Gytkjær,185,77
Frederik Rønnow,188,77
Kasper Kusk,180,67
Ledian Memushaj,174,70
Errasti,180,81
Mickaël Le Bihan,184,80
Taras Burlak,187,78
Rafael Martins,177,73
Benjamin Corgnet,180,74
Deniz Yılmaz,182,79
Mihai Răduţ,178,65
Bruno Uvini,186,83
Isaac Cuenca,178,67
Christopher Schindler,189,82
Camilo,169,74
Luis Pedro Cavanda,180,76
Mike te Wierik,191,73
Adama Soumaoro,187,93
Michael Esser,198,99
Nicolai Boilesen,186,73
Miloš Kosanović,190,83
Ahmet İlhan Özek,181,74
Léo Lacroix,197,92
Lars Unnerstall,198,100
Romain Métanire,178,74
Balázs Megyeri,188,88
Taulant Xhaka,172,72
Michael Gregoritsch,193,87
Matías Aguirregaray,177,78
Pablo Chavarría,185,74
Mathieu Duhamel,183,77
Marc Rzatkowski,172,65
Manuel Riemann,186,83
Anthony Losilla,185,80
Amir Abrashi,172,71
Ji Dong Won,187,77
Álex Fernández,180,68
Mehmet Batdal,196,88
Dennis Appiah,179,68
Sergey Tkachev,184,80
Isaac Cofie,180,73
Uroš Ćosić,186,82
Raoul Cedric Loé,192,83
Carlos Ruiz,183,80
Johan Larsson,181,72
George Thorne,188,84
Bryan Oviedo,172,65
Greg Cunningham,183,70
Marcel Büchel,175,71
Damian Dąbrowski,178,73
Alex,175,68
Yann-Erik de Lanlay,180,72
Pajtim Kasami,188,70
Juninho,171,67
Dejan Lazarević,174,66
Nuno Reis,182,76
Oscar Boniek García,175,68
Baena,181,75
Mathew Leckie,181,82
Rizvan Utsiev,173,68
Cristian Erbes,172,75
Ryan Mendes,175,73
Diego Contento,177,75
Fuentes,177,72
Rafał Gikiewicz,190,81
May Mahlangu,173,67
Dorian Lévêque,180,74
Flavio Paixão,184,75
Adam Forshaw,185,71
Portillo,169,63
Izet Hajrović,177,71
Juan Domínguez,181,71
Cauê,186,79
Žarko Tomašević,190,85
Vasco Regini,185,77
Marcel Correia,186,81
Diego Novaretti,194,86
Douglas,171,67
Andile Jali,172,66
Fabian Giefer,196,93
Aleksandar Ignjovski,175,71
Ben Marshall,183,73
Iván Pillud,179,79
Bram Nuytinck,190,80
Matthieu Saunier,182,73
Mateusz Klich,183,75
Mustapha Diallo,190,75
Fabián Rinaudo,175,78
Mauro Formica,178,70
Mads Fenger,185,81
Rene Krhin,189,78
Takeshi Aoki,183,75
Salman Al Faraj,175,69
Cyriac,172,75
Rhayner,172,65
Adam Smith,180,81
Callum McManaman,174,71
Eugenio Lamanna,186,80
Diego Álvarez,173,70
Danijel Aleksić,182,75
Ike Opara,188,82
Yassine El Ghanassy,175,70
Nenad Krstičić,182,75
Daniel Opare,175,74
Bernard Parker,170,65
Enock Kofi Adu,178,67
Soni Mustivar,178,77
Guedes,182,76
Stoppila Sunzu,189,80
Mamadou Samassa,198,85
Ali Gadzhibekov,185,74
Marcelo Toscano,184,83
Samuel Armenteros,181,80
Ramalho,181,68
Lillo,176,76
Davy Claude Angan,182,75
Víctor Vázquez,176,76
Aridane,186,77
Candeias,177,78
Junior Hoilett,173,70
Artur Sobiech,185,81
Junior Stanislas,183,76
Cristian Pasquato,172,70
Lorenzo Ariaudo,186,76
Florian Jungwirth,181,77
Jens Hegeler,193,86
Samuel Souprayen,187,75
Néstor Calderón,172,70
Francesco Renzetti,174,65
Libor Kozák,193,82
Michael Morrison,183,76
Johannes Flum,190,82
Semir Štilić,183,75
Marvin Martin,171,68
Bruno Ecuélé Manga,187,75
Lex Immers,189,77
Adama Valentin Diomande,180,75
Artem Kravets,189,79
Ondřej Čelůstka,186,80
Edwin Hernández,166,72
Sergey Pesyakov,199,92
David Meyler,189,86
Jiloan Hamad,173,72
Carlos Peña,176,76
Israel Jiménez,173,68
Ashley Barnes,186,76
Tsepo Masilela,175,70
Güray Vural,177,65
Tamás Kádár,188,79
Nicolás Peric,183,81
Juan Cala,187,76
Salustiano Candia,183,82
Tommy Smith,187,82
Rodolfo Cota,183,86
Denis Odoi,178,67
Vasco Fernandes,182,76
Panagiotis Glykos,187,82
Chris Martin,185,73
Nicolás Sánchez,187,82
Michiel Kramer,196,80
Ádám Bogdán,194,90
Julien Cétout,183,74
Luis Ardente,189,81
Sergio Tejera,180,75
Lasse Vibe,181,73
Vincent Nogueira,170,61
Mohammed Abdellaoue,182,80
Jean-Armel Kana-Biyik,184,86
Ima Faneva Andriatsima,183,74
Avdija Vršajevič,179,76
Jonathan Hogg,177,73
James Henry,182,77
Davide Di Gennaro,181,71
Steeven Langil,179,69
Guy-Roland Ndy Assembe,184,79
Casado,173,72
David González,194,84
Jan Morávek,180,75
Krisztián Németh,180,74
Fedor Kudryashov,181,77
Rincón,188,80
Aly Cissokho,181,75
Rasmus Bengtsson,186,80
Damien Marcq,181,78
Carlão,182,73
Ceyhun Gülselam,192,88
Lulinha,170,68
Ragnar Sigurðsson,187,77
Zoltán Stieber,175,67
Maurice Edu,185,81
Miguel Samudio,175,76
Bakary Sako,184,90
George Boyd,186,79
Taras Mykhalyk,184,83
Alex Pearce,188,85
Gilles Cioni,165,65
Wout Brama,176,71
Scott Arfield,178,70
Nenê,183,78
Seth De Witte,193,87
Romain Brégerie,190,88
Mehmet Güven,180,79
Mario Vrančić,187,78
Ángel,172,68
Carlos Felipe Rodríguez,183,82
Timothy Derijck,185,83
Manuel da Costa,192,84
Suso Santana,172,62
Gustav Svensson,184,83
Ruben Yttergård Jenssen,173,74
Nuno Coelho,183,76
Patrick Ebert,175,75
Tobias Werner,174,70
Mark Milligan,178,78
Hugo Droguett,170,68
Máyer Candelo,170,65
McDonald Mariga,183,84
Sebastian Boenisch,191,90
Marcin Robak,182,78
Zlatan Ljubijankič,186,80
Thomas Matton,179,73
Samir Ujkani,186,78
Sébastien Siani,175,76
Constant Djakpa,177,71
Pablo Barrera,178,72
Ramón Fernández,170,66
Adrian Mariappa,178,81
Lee Tomlin,180,74
Ramon Leeuwin,187,76
Matteo Ardemagni,185,82
Joey van den Berg,182,77
Matías Fritzler,179,73
Gonzalo Bergessio,179,74
Bilal Kısa,180,70
Luso,183,75
Carpio,178,67
Toquero,182,78
Pablo Granoche,182,82
Miku,186,79
Hugo Vieira,178,73
Sam Hutchinson,182,73
Andreas Ulmer,175,69
Aldo Leão Ramírez,175,76
Carmona,177,72
Issiar Dia,167,62
Marcelo Oliveira,185,80
Nsue,178,75
Adem Büyük,167,61
Jorge Torres Nilo,180,78
Oscar Ustari,184,82
Gökhan Değirmenci,185,79
Marc Pugh,180,72
Alexandr Bukharov,193,90
Molinero,175,64
Cristian Villagra,177,73
Stephen Ward,184,82
Édouard Duplan,180,74
Edinho,182,75
Steven Fletcher,186,76
Lee Wallace,185,75
Chris Wondolowski,183,75
Christophe Mandanne,171,62
Jonny Hayes,173,70
Matt Jarvis,170,72
Franck Berrier,175,65
Abou Diaby,191,75
David Jones,183,80
Mark Bunn,183,78
Florian Klein,180,66
Sebastián Viera,184,86
Steven Taylor,186,91
Kasper Hämäläinen,187,74
Marco Schneuwly,183,82
Salva Sevilla,178,71
Pablo Álvarez,178,80
Zé Castro,183,76
Uwe Hünemeier,189,84
Djamel Mesbah,179,74
Moritz Stoppelkamp,180,75
Pedro López,174,72
Mauricio Molina,176,66
Bartosz Białkowski,193,86
Valerică Găman,188,73
Alejandro Faurlín,185,76
Lucas Licht,174,72
Magnus Wolff Eikrem,184,69
Darío Cvitanich,174,72
Dean Marney,183,72
Bradley Johnson,178,68
Erdal Kılıçaslan,172,77
Espen Ruud,184,76
Dmitriy Torbinskiy,172,60
Manu Del Moral,185,77
Iván Alonso,180,78
Susaeta,178,74
Seoane,179,75
Dorca,182,77
Bruno Saltor,178,75
Leandro Greco,184,75
Sercan Yıldırım,182,71
Bekir İrtegün,184,78
Serdar Kurtuluş,186,79
Mariano Pavone,181,81
Diego Colotto,184,83
Jonathan Bottinelli,180,79
Javi Guerra,178,76
Alan Hutton,185,73
David Nugent,180,81
Omar Pérez,180,82
Almen Abdi,180,75
Toño,182,81
Gonçalo Brandão,182,76
Brett Holman,177,75
Kevin Stuhr-Ellegaard,196,93
Michael Turner,193,90
Jan-Ingwer Callsen-Bracker,188,88
Giulio Migliaccio,180,81
Killian Overmeire,188,84
Michael Liendl,175,74
Steve Sidwell,178,80
Paul McShane,183,81
Merter Yüce,192,84
Giandomenico Mesto,180,73
Hugo Campagnaro,181,85
Christian Schulz,185,80
Fabio Coltorti,197,95
Christian Bermúdez,160,61
Thibault Giresse,172,65
David Navarro,188,82
Duda,175,71
Pelegrín,185,77
Hamit Altıntop,183,82
Fahid Ben Khalfallah,170,72
Davide Brivio,185,82
Gianluca Pegolo,183,76
Peter Niemeyer,191,83
Alou Diarra,190,79
Alaeddine Yahia,187,81
Angelo Palombo,177,77
Cristian Ledesma,180,78
Tim Cahill,178,75
Julián Speroni,186,87
Olivier Deschacht,187,81
Abdou Kader Mangane,193,90
Tobias Hysén,178,83
Nils-Eric Johansson,187,88
Benoît Pedretti,178,72
Lionel Mathis,174,72
Johan Wiland,188,78
Andreas Isaksson,200,86
Rickie Lambert,188,77
Scott Parker,175,69
Gustavo Blanco Leschuk,190,85
Vinícius,184,76
Matej Mitrović,187,85
Jiří Pavlenka,196,81
Jaromír Zmrhal,189,79
Jan Sýkora,170,64
Túlio Sandoiro,186,82
Marlion Rolim,175,70
Martin Cordeia,181,76
Marlion Simões,180,75
Enzo Merques,187,76
Alam Lindeiro,181,70
Mateo García,169,65
Álvaro Jiménez,176,62
Lazar Rosić,190,83
Yevhen Shakhov,187,80
David Terans,176,73
Ramón Folch,182,78
Perdigão,180,70
Jony Reitosa,176,74
Vágner Corraldo,175,70
Eduardo Fonseira,191,87
Nathael Silbeira,188,83
Ramadan Sobhi,183,72
Amr Warda,176,70
Gaku Shibasaki,175,62
Gen Shoji,182,74
Yuki Kobayashi,182,72
Kosei Shibasaki,176,65
Takuma Asano,173,71
Sebastián Bertoli,185,81
Carlos Ponck,183,84
Luka Jović,181,75
Dimitris Chatziisaias,193,77
Santiago Ascacibar,168,68
Collins Fai,162,72
Marko Grujić,191,82
Amine Harit,179,66
Giorgi Aburjania,187,78
Kim Dong Joon,188,74
Carlos Muñoz,173,67
Denis Tkachuk,177,74
Jaime Carreño,166,65
Arnold Issoko,185,79
Hugo Rubiães,175,75
Nascimentardo,170,66
Paulao Junqueiras,193,96
Paulolettinho,181,80
Tiago Pombeira,173,65
Vieiraldo Junior,180,79
Luis Couprins,177,72
Sandelas Júnior,183,78
Natinho Mestres,185,86
Barbosaldinho,186,82
Alexandre Frandeira,192,85
Nuno Padrenda,186,81
Tony Muttinho,183,80
Tramontinaldo,175,71
Edsinho Torres,178,77
Wiliam Santinho,195,91
André Milazisco,188,85
Josué da Feira,177,71
Eltildo Bessa,165,62
Heltinho Melo,174,68
Adeilson Gesser,175,70
Alex das Freitas,172,76
Heitor Gesse,178,69
Assane Dioussé,175,68
Saif Al Hashan,176,69
Jordi Calavera,178,67
Milan Gajić,178,75
Rade Krunic,184,74
Tiago Mesquita,180,74
Marco Baixinho,187,80
Campillo,176,70
Alexandr Zhirov,193,88
Denis Zakaria,191,76
Alejandro Camargo,175,68
Robert Herrera,185,83
Sakıb Aytaç,187,85
Zeki Yıldırım,180,75
Dion Cools,184,81
Bruno Valdez,180,79
Robin Lod,180,76
Almamy Touré,183,72
Lucas Tagliapietra,194,90
André Franck Zambo Anguissa,184,75
Ignacio Malcorra,170,70
Nik Omladič,180,72
Takumi Minamino,174,67
Ricardo Valente,181,76
Roger Assalé,167,65
Jesús Gallardo,176,68
Benjamin Verbič,179,75
Cecilio Domínguez,178,74
Marlos Moreno,173,67
Leonardo Suárez,167,63
Adama Traoré,180,72
Rachid Aït Atmane,189,79
Mimoun Mahi,181,69
Mamadou Sylla,184,71
Thabo Rakhale,174,61
Kevin Diks,183,73
Gian Marco Ferrari,189,82
Arnaud Lusamba,179,67
Rafael Defendi,191,88
Andrézinho,174,62
Philipe Sampaio,191,89
Ramy Bensebaini,186,75
Carlos Henao,187,85
Erick Aguirre,170,63
Luís Aurélio,179,70
Agustín Farías,179,70
Juan Muñoz,182,76
Adam Marušić,177,81
Andreas Bouchalakis,186,78
Anastasios Avlonitis,191,83
Ivan Kovačec,188,85
Yacine Bammou,188,78
Anderson Correia,177,68
Gideon Jung,189,76
Robin Gosens,183,76
Sergio Rochet,190,82
Timon Wellenreuther,186,80
Octavio Rivero,187,82
Mata,186,75
Issa Sarr,181,73
Emre Taşdemir,176,70
Ümit Kurt,188,75
Famara Diedhiou,189,80
Brian Fernández,171,74
Kévin Vandendriessche,183,86
Gustavo Toledo,171,72
Cristian Penilla,176,76
Ángel Mena,168,67
Jordan Silva,190,78
Jown Cardona,169,68
Sebastian Griesbeck,189,84
Jérôme Prior,184,86
Harry Winks,176,74
Paul Anton,182,75
Hernán Fredes,172,70
Josh Onomah,185,83
Nathan,177,73
Lucas Boyé,180,80
Filip Mladenović,180,65
Vigaray,182,70
Luciano Acosta,161,61
Víctor Cabrera,182,72
Dénes Dibusz,188,81
Kazuki Nagasawa,172,68
Sverrir Ingi Ingason,188,83
Johan Arango,182,76
Michael Barrios,162,59
Carlos Salom,169,73
Deiver Machado,172,70
Alex Castro,172,65
Micheal Azira,178,73
Luismi,180,76
Florent Hadergjonaj,182,72
Alberto Grassi,183,75
Bongani Zungu,184,76
Roman Bezjak,179,70
Jeremy Bokila,187,81
Joel Pohjanpalo,184,83
Hans Hateboer,187,74
José Mauri,169,65
Embarba,173,66
Alex Soares,177,69
Joaquín Arzura,176,71
Samuel Gigot,187,83
Jherson Vergara,187,80
Sergio Vittor,189,86
Sebastián Vegas,182,80
Helibelton Palacios,177,75
Ambroise Oyongo,175,68
Federico Vega,176,67
Yosuke Kashiwagi,176,73
Lukas Lerager,180,70
Jubal,187,77
Javier Abella,176,74
Wilde-Donald Guerrier,175,72
Álex Moreno,179,68
Mame Thiam,186,79
Álvaro García,168,59
Tornike Okriashvili,181,71
Emmanuel García,170,64
Riccardo Gagliolo,180,75
Leandro González,185,82
Bartosz Kapustka,179,60
Carlos Strandberg,187,90
Filipe Ferreira,178,70
Bartłomiej Drągowski,191,86
Bruno Petkovic,192,88
Scott Hogan,180,64
Carlos Auzqui,180,74
Cristian Menéndez,185,81
Fernando Márquez,184,86
Federico Lértora,176,73
Fernando Zuqui,170,65
Emanuel Insúa,181,82
Daniel Rosero Valencia,181,81
Jorge Luna,167,70
Diego Rodríguez,184,80
Alfonso Parot,181,81
Marcos Bolados,168,72
Lorenzo Reyes,175,75
Dagoberto Currimilla,172,82
Wilder Guisao,179,76
Johan Fuentes,169,75
Luis Páez,182,73
Carlos Arboleda,169,60
Wilson Morelo,172,70
Felipe Campos,179,79
Sebastián Martínez,175,68
Nicolás Maturana,163,63
Albert Acevedo,176,76
Danovis Banguero,185,79
Andrés Andrade,177,71
Rafael Carrascal,177,75
Michael Rangel,186,80
Mathías Riquero,179,78
Germán Cano,176,72
Cleider Alzáte,163,63
John Hernández,176,73
Dairon Mosquera,182,72
Matheus Uribe,182,71
Germán Mera,187,83
Cristian Higuita,175,75
Fáiner Torijano,181,73
Yerson Candelo,170,68
Diego Rodríguez,169,68
Federico Di Francesco,178,75
Iver Fossum,180,73
Juan Cornejo,177,78
Martín Nervo,183,82
João Pedro,177,74
Raúl López,185,74
Raul Rusescu,181,78
William Troost-Ekong,191,82
Kehinde Fatai,183,75
Ismael,169,68
Lee Kwang Sun,192,83
Santiago Montoya,172,63
Hernán Grana,170,68
Kellyn Acosta,178,68
Pape Sané,187,85
Rober Pier,183,79
Abdul Fatah Aseri,166,64
Kensuke Nagai,178,71
Corentin Fiore,183,75
Tyrone Mings,196,77
Frédéric Mendy,193,82
Steven Moreira,178,70
Pedro Franco,183,73
Hwang Ui Jo,184,73
Tobias Figueiredo,188,84
Augusto Solari,177,74
Nacho,175,76
Mario Maloča,190,83
Borja López,192,84
Janik Haberer,186,78
Süleyman Koç,178,80
Tiago Rodrigues,177,72
Federico Barba,188,77
Alexander Callens,186,76
Aaron Olanare,189,88
Esteban Saveljich,186,80
Ariel Rojas,175,82
Valentino Lazaro,179,73
Paulinho,175,70
Julio Tavares,187,84
Salem Al Dawsari,175,62
Sokol Cikalleshi,185,80
Jordan Ikoko,178,77
Dimitris Diamantakos,182,81
Salman Muwashar,165,62
Mohammed Jahfali,185,77
Mikel Agu,184,77
Yassine Bounou,192,78
Jakob Busk,189,78
Quini,178,73
Bryan Rabello,166,64
Birama Touré,182,76
Hussain Al Moqahwi,173,64
Nicolas Verdier,185,75
Philipp Ziereis,189,82
Ibrahim Ghaleb,174,64
Omar Ibrahim Othman,181,72
Robin Himmelmann,187,80
Alfie Mawson,188,81
Fabian Holland,172,74
Mariusz Stępiński,183,72
Dimitrios Kourbelis,182,77
Samuele Longo,186,78
Anastasios Bakasetas,181,77
Edin Cocalić,190,86
Darko Jevtić,182,75
Lars Veldwijk,196,95
Lucas Torró,190,79
Boubacar Fofana,189,86
Stéphane Badji,180,75
Lucas Lima,178,72
Kaan Ayhan,185,84
Facundo Pereyra,172,70
Ethan Finlay,175,75
Fernando Barrientos,174,70
Felipe,171,68
Juan Carlos Paredes,179,72
Leandro Trossard,172,64
Roman Bezus,185,78
Patrick Bamford,185,71
Laurent Jans,178,73
Enver Cenk Şahin,179,70
Jacopo Dezi,178,69
Roman Emelyanov,189,85
Nicola Murru,180,64
Téji Savanier,171,62
Fran Carbia,173,67
Moussa Kone,180,71
Cristóbal Jorquera,174,65
Jordon Ibe,175,81
Valerio Verre,181,73
Anthony Lozano,183,79
Sebastián Sosa,182,79
Rob Schoofs,179,71
Anthony Koura,180,70
Jeff Louis,171,74
Naïm Sliti,173,75
Adriano Facchini,187,78
John Egan,188,72
Prince Désir Gouano,186,79
Youssef Toutouh,189,78
Brighton Mhlongo,184,72
Salim Khelifi,172,62
Oriol Rosell,182,74
Kenneth Otigba,187,84
Hervías,174,68
Maxime Dupé,186,87
Raphael Holzhauser,193,85
Koray Günter,185,79
Gabriel Achilier,179,85
Paul Dummett,183,77
Adam Reach,185,73
Rafał Wolski,179,66
Clément Tainmont,185,72
Bruno Zuculini,178,72
Lucas Aveldaño,185,83
Engin Bekdemir,171,66
Jon Toral,184,77
Gaëtan Courtet,180,72
Cristian Galano,170,69
Massimo Bruno,178,74
Ayanda Patosi,174,67
Joe Bryan,170,72
Benjamin Kessel,191,80
Leandro,175,71
Thiago Galhardo,182,69
Yu Sang Hun,194,84
Dimitri Foulquier,183,78
Tim Kister,193,93
Diego Chará,172,68
Isaías,170,71
Connor Ripley,191,96
James Tarkowski,191,81
Nahki Wells,174,75
Etiënne Reijnen,190,85
Jair,179,82
Rodrigo Ely,192,82
Thomas Bruns,177,69
Jon Flanagan,181,69
Erik Morán,187,74
Gustav Wikheim,182,70
Massadio Haïdara,180,75
Kevin Kraus,190,91
Andre Wisdom,186,78
Bruno Martella,184,78
Elias Kachunga,178,74
Sebastian Lletget,180,74
Hannes Van Der Bruggen,181,72
Toni Šunjić,194,93
Nicola Leali,188,78
Thibault Moulin,174,70
Sergey Bryzgalov,181,76
Maxime Colin,180,76
João Diogo,175,66
Jeffrey Schlupp,178,72
Denys Oliynyk,178,72
Giannis Maniatis,175,68
Gaztañaga,180,72
Diogo Amado,178,73
Barry Douglas,175,64
Benito Raman,172,61
Ibrahima Conté,176,60
Marcelo Silva,185,83
Graeme Shinnie,175,72
Roland Alberg,180,72
Michael Hector,193,82
Florian Jozefzoon,175,72
Atınç Nukan,196,86
Nicolas Höfler,181,78
Mustafa Yumlu,191,77
André Hoffmann,188,84
Daniel Royer,177,73
Marco Torsiglieri,190,86
Maikel Kieftenbeld,179,78
Jesús Sánchez,168,68
Bekim Balaj,188,78
Joffrey Cuffaut,180,75
Giulio Ebagua,183,78
Tobias Kempe,184,77
Ákos Elek,193,91
